"CONVOCATORIA","SEMESTRE DE CONVOCATORIA","BENEFICIO OTORGADO","DEPARTAMENTO DE NACIMIENTO","MUNICIPIO DE NACIMIENTO","FECHA DE NACIMIENTO","GÉNERO","SUBREGIÓN DE RESIDENCIA","MUNICIPIO DE RESIDENCIA","ESTRATO","GRUPO ETNICO","VICTIMA DEL CONFLICTO ARMADO","UNIVERSIDAD","PROGRAMA CURSADO","MUNICIPIO OFERTA","TIPO DE FORMACIÓN","GRADUADO"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1996 Jun 01 12:00:00 AM","MASCULINO","ORIENTE","SONSON","ESTRATO 2","NINGUNO","SI","UNIVERSIDAD CATOLICA DE ORIENTE","LIC. EN LENGUAS EXTRANJERAS","RIONEGRO","UNIVERSITARIA","NO"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","LA CEJA","1998 Aug 22 12:00:00 AM","MASCULINO","ORIENTE","LA UNION","ESTRATO 2","NINGUNO","SI","UNIVERSIDAD CATOLICA DE ORIENTE","INGENIERIA ELECTRONICA","RIONEGRO","UNIVERSITARIA","SI"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","SONSON","1998 Jul 31 12:00:00 AM","MASCULINO","ORIENTE","RIONEGRO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD CATOLICA DE ORIENTE","INGENIERIA DE SISTEMAS","RIONEGRO","UNIVERSITARIA","NO"
"2,016","1","MATRICULA Y SOSTENIMIENTO","CALDAS","MANIZALES","1998 Feb 22 12:00:00 AM","FEMENINO","ORIENTE","GUARNE","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD CATOLICA DE ORIENTE","LIC. EN LENGUAS EXTRANJERAS","RIONEGRO","UNIVERSITARIA","SI"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","LA UNION","1993 Sep 16 12:00:00 AM","FEMENINO","ORIENTE","LA UNION","ESTRATO 2","NINGUNO","SI","UNIVERSIDAD DE ANTIOQUIA","LIC. EN LENGUAS EXTRANJERAS","EL CARMEN DE VIBORAL","UNIVERSITARIA","NO"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","RIONEGRO","1994 Jun 22 12:00:00 AM","MASCULINO","ORIENTE","RIONEGRO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD CATOLICA DE ORIENTE","INGENIERIA DE SISTEMAS","RIONEGRO","UNIVERSITARIA","SI"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","ENVIGADO","1996 Jul 08 12:00:00 AM","MASCULINO","ORIENTE","LA CEJA","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD CATOLICA DE ORIENTE","INGENIERIA INDUSTRIAL","RIONEGRO","UNIVERSITARIA","NO"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","BELLO","1999 Apr 08 12:00:00 AM","FEMENINO","ORIENTE","MARINILLA","ESTRATO 3","AFROCOLOMBIANO","NO","UNIVERSIDAD CATOLICA DE ORIENTE","LIC. EN LENGUAS EXTRANJERAS","RIONEGRO","UNIVERSITARIA","SI"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","LA CEJA","1998 Apr 15 12:00:00 AM","MASCULINO","ORIENTE","LA CEJA","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD CATOLICA DE ORIENTE","INGENIERIA DE SISTEMAS","RIONEGRO","UNIVERSITARIA","SI"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","ITAGUI","1998 Nov 03 12:00:00 AM","MASCULINO","ORIENTE","RIONEGRO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD CATOLICA DE ORIENTE","INGENIERIA INDUSTRIAL","RIONEGRO","UNIVERSITARIA","SI"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","BELLO","1998 Sep 26 12:00:00 AM","MASCULINO","ORIENTE","EL CARMEN DE VIBORAL","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD CATOLICA DE ORIENTE","INGENIERIA DE SISTEMAS","RIONEGRO","UNIVERSITARIA","NO"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1996 Nov 11 12:00:00 AM","FEMENINO","ORIENTE","RIONEGRO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD CATOLICA DE ORIENTE","LIC. EN LENGUAS EXTRANJERAS","RIONEGRO","UNIVERSITARIA","SI"
"2,016","1","SOSTENIMIENTO","ANTIOQUIA","LA UNION","1999 Feb 13 12:00:00 AM","FEMENINO","ORIENTE","LA UNION","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD CATOLICA DE ORIENTE","INGENIERIA AMBIENTAL","RIONEGRO","UNIVERSITARIA","NO"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","RIONEGRO","1989 Dec 26 12:00:00 AM","FEMENINO","ORIENTE","RIONEGRO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD CATOLICA DE ORIENTE","ENFERMERIA","RIONEGRO","UNIVERSITARIA","SI"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","EL SANTUARIO","1998 Jan 09 12:00:00 AM","MASCULINO","ORIENTE","SAN CARLOS","ESTRATO 2","NINGUNO","SI","UNIVERSIDAD CATOLICA DE ORIENTE","INGENIERIA AMBIENTAL","RIONEGRO","UNIVERSITARIA","NO"
"2,016","1","MATRICULA","ANTIOQUIA","MARINILLA","1993 Sep 22 12:00:00 AM","MASCULINO","ORIENTE","MARINILLA","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD CATOLICA DE ORIENTE","INGENIERIA ELECTRONICA","RIONEGRO","UNIVERSITARIA","NO"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","ANGOSTURA","1994 May 01 12:00:00 AM","FEMENINO","ORIENTE","MARINILLA","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD CATOLICA DE ORIENTE","LIC. EN LENGUAS EXTRANJERAS","RIONEGRO","UNIVERSITARIA","NO"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","EL CARMEN DE VIBORAL","1998 Nov 14 12:00:00 AM","MASCULINO","ORIENTE","EL CARMEN DE VIBORAL","ESTRATO 3","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN CONSTRUCCIONES CIVILES","RIONEGRO","TECNOLOGICA","SI"
"2,016","1","MATRICULA","ANTIOQUIA","LA CEJA","1998 Jun 11 12:00:00 AM","MASCULINO","ORIENTE","LA CEJA","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD CATOLICA DE ORIENTE","INGENIERIA DE SISTEMAS","RIONEGRO","UNIVERSITARIA","SI"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","RIONEGRO","1997 Nov 08 12:00:00 AM","MASCULINO","ORIENTE","RIONEGRO","ESTRATO 3","AFROCOLOMBIANO","NO","UNIVERSIDAD DE ANTIOQUIA","DESARROLLO TERRITORIAL","EL CARMEN DE VIBORAL","UNIVERSITARIA","NO"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","LA UNION","1997 Jul 10 12:00:00 AM","MASCULINO","ORIENTE","LA UNION","ESTRATO 2","NINGUNO","SI","UNIVERSIDAD CATOLICA DE ORIENTE","INGENIERIA ELECTRONICA","RIONEGRO","UNIVERSITARIA","NO"
"2,016","1","MATRICULA","ANTIOQUIA","MEDELLIN","1998 Dec 28 12:00:00 AM","MASCULINO","ORIENTE","MARINILLA","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD CATOLICA DE ORIENTE","INGENIERIA AMBIENTAL","RIONEGRO","UNIVERSITARIA","SI"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1998 Sep 01 12:00:00 AM","FEMENINO","ORIENTE","RIONEGRO","ESTRATO 2","NINGUNO","SI","UNIVERSIDAD CATOLICA DE ORIENTE","INGENIERIA ELECTRONICA","RIONEGRO","UNIVERSITARIA","NO"
"2,016","1","MATRICULA","ANTIOQUIA","GUARNE","1998 Jul 16 12:00:00 AM","MASCULINO","ORIENTE","EL PEÑOL","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD CATOLICA DE ORIENTE","INGENIERIA DE SISTEMAS","RIONEGRO","UNIVERSITARIA","NO"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","SONSON","1998 Jan 01 12:00:00 AM","FEMENINO","ORIENTE","SONSON","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD CATOLICA DE ORIENTE","ENFERMERIA","RIONEGRO","UNIVERSITARIA","SI"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","SONSON","1999 Jun 13 12:00:00 AM","MASCULINO","ORIENTE","SONSON","ESTRATO 1","NINGUNO","SI","UNIVERSIDAD CATOLICA DE ORIENTE","ENFERMERIA","RIONEGRO","UNIVERSITARIA","SI"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","LA CEJA","1998 Jun 01 12:00:00 AM","FEMENINO","ORIENTE","LA CEJA","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD CATOLICA DE ORIENTE","INGENIERIA INDUSTRIAL","RIONEGRO","UNIVERSITARIA","SI"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","SONSON","1990 Dec 20 12:00:00 AM","FEMENINO","ORIENTE","SONSON","ESTRATO 1","NINGUNO","NO","UNIVERSIDAD CATOLICA DE ORIENTE","ENFERMERIA","RIONEGRO","UNIVERSITARIA","NO"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","NARIÑO","1998 Jul 18 12:00:00 AM","FEMENINO","ORIENTE","NARIÑO","ESTRATO 2","NINGUNO","SI","UNIVERSIDAD CATOLICA DE ORIENTE","ENFERMERIA","RIONEGRO","UNIVERSITARIA","SI"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","EL CARMEN DE VIBORAL","1998 Sep 05 12:00:00 AM","MASCULINO","ORIENTE","EL CARMEN DE VIBORAL","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD CATOLICA DE ORIENTE","INGENIERIA ELECTRONICA","RIONEGRO","UNIVERSITARIA","NO"
"2,016","1","MATRICULA","ANTIOQUIA","ITAGUI","1998 Dec 15 12:00:00 AM","MASCULINO","ORIENTE","MARINILLA","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD CATOLICA DE ORIENTE","INGENIERIA INDUSTRIAL","RIONEGRO","UNIVERSITARIA","SI"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","SAN FRANCISCO","1999 Jun 13 12:00:00 AM","MASCULINO","ORIENTE","SAN FRANCISCO","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD CATOLICA DE ORIENTE","INGENIERIA INDUSTRIAL","RIONEGRO","UNIVERSITARIA","NO"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1998 Oct 20 12:00:00 AM","FEMENINO","ORIENTE","EL SANTUARIO","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD CATOLICA DE ORIENTE","ENFERMERIA","RIONEGRO","UNIVERSITARIA","SI"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","SAN CARLOS","1998 Dec 01 12:00:00 AM","FEMENINO","ORIENTE","SAN CARLOS","ESTRATO 2","NINGUNO","SI","UNIVERSIDAD CATOLICA DE ORIENTE","INGENIERIA AMBIENTAL","RIONEGRO","UNIVERSITARIA","NO"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","SAN FRANCISCO","1998 Jul 26 12:00:00 AM","MASCULINO","ORIENTE","SAN FRANCISCO","ESTRATO 1","NINGUNO","SI","UNIVERSIDAD CATOLICA DE ORIENTE","INGENIERIA INDUSTRIAL","RIONEGRO","UNIVERSITARIA","NO"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","EL CARMEN DE VIBORAL","1998 Jul 06 12:00:00 AM","MASCULINO","ORIENTE","EL CARMEN DE VIBORAL","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD CATOLICA DE ORIENTE","INGENIERIA AMBIENTAL","RIONEGRO","UNIVERSITARIA","SI"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","ITUANGO","1998 Apr 25 12:00:00 AM","MASCULINO","NORTE","ITUANGO","ESTRATO 2","NINGUNO","SI","UNIVERSIDAD CATOLICA DE ORIENTE","LIC. EN LENGUAS EXTRANJERAS","RIONEGRO","UNIVERSITARIA","NO"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","SAN CARLOS","1996 Jan 05 12:00:00 AM","MASCULINO","ORIENTE","SAN CARLOS","ESTRATO 2","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN CONSTRUCCIONES CIVILES","RIONEGRO","TECNOLOGICA","NO"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","ABEJORRAL","1997 Nov 26 12:00:00 AM","MASCULINO","ORIENTE","ABEJORRAL","ESTRATO 1","NINGUNO","NO","UNIVERSIDAD CATOLICA DE ORIENTE","INGENIERIA DE SISTEMAS","RIONEGRO","UNIVERSITARIA","NO"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1997 Dec 12 12:00:00 AM","FEMENINO","ORIENTE","MARINILLA","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD CATOLICA DE ORIENTE","LIC. EN LENGUAS EXTRANJERAS","RIONEGRO","UNIVERSITARIA","SI"
"2,016","1","SOSTENIMIENTO","ANTIOQUIA","GUATAPE","1997 Feb 27 12:00:00 AM","MASCULINO","ORIENTE","GUATAPE","ESTRATO 2","NINGUNO","SI","SENA","TECNOLOGIA EN ELECTRICIDAD INDUSTRIAL","RIONEGRO","TECNOLOGICA","NO"
"2,016","1","MATRICULA","ANTIOQUIA","EL BAGRE","1990 Jan 05 12:00:00 AM","MASCULINO","BAJO CAUCA","CAUCASIA","ESTRATO 1","NINGUNO","NO","INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR DEL BAJO CAUCA","CICLO COMPLEMENTARIO","CAUCASIA","NORMALISTA","SI"
"2,016","1","MATRICULA","ANTIOQUIA","CAUCASIA","1998 Aug 18 12:00:00 AM","FEMENINO","BAJO CAUCA","CAUCASIA","ESTRATO 1","NINGUNO","NO","INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR DEL BAJO CAUCA","CICLO COMPLEMENTARIO","CAUCASIA","NORMALISTA","SI"
"2,016","1","MATRICULA","BOLIVAR","MAGANGUE","1997 Aug 04 12:00:00 AM","FEMENINO","BAJO CAUCA","CAUCASIA","ESTRATO 2","NINGUNO","NO","INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR DEL BAJO CAUCA","CICLO COMPLEMENTARIO","CAUCASIA","NORMALISTA","SI"
"2,016","1","MATRICULA","ANTIOQUIA","TURBO","1998 Oct 30 12:00:00 AM","FEMENINO","BAJO CAUCA","CAUCASIA","ESTRATO 1","NINGUNO","NO","INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR DEL BAJO CAUCA","CICLO COMPLEMENTARIO","CAUCASIA","NORMALISTA","SI"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","ZARAGOZA","1996 Oct 17 12:00:00 AM","FEMENINO","BAJO CAUCA","ZARAGOZA","ESTRATO 1","AFROCOLOMBIANO","NO","FUNDACION UNIVERSITARIA CATOLICA DEL NORTE","LIC. EN LENGUA CASTELLANA","SANTA ROSA DE OSOS","UNIVERSITARIA","NO"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CALDAS","1996 Nov 29 12:00:00 AM","FEMENINO","VALLE DE ABURRA","CALDAS","ESTRATO 1","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","ENFERMERIA","MEDELLIN","UNIVERSITARIA","SI"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","PEQUE","1997 Jan 02 12:00:00 AM","FEMENINO","OCCIDENTE","PEQUE","ESTRATO 1","NINGUNO","SI","FUNDACION UNIVERSITARIA CATOLICA DEL NORTE","LIC. EN LENGUA CASTELLANA","SANTA ROSA DE OSOS","UNIVERSITARIA","SI"
"2,014","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","TURBO","1987 Nov 11 12:00:00 AM","FEMENINO","URABA","TURBO","ESTRATO 1","NINGUNO","SI","TECNOLOGICO DE ANTIOQUIA","LIC. EN EDUCACION PREESCOLAR","TURBO","UNIVERSITARIA","SI"
"2,014","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","FRONTINO","1996 Aug 31 12:00:00 AM","MASCULINO","OCCIDENTE","SANTAFE DE ANTIOQUIA","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","ADMINISTRACION DE EMPRESAS","SANTAFE DE ANTIOQUIA","UNIVERSITARIA","SI"
"2,014","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","RIONEGRO","1990 May 18 12:00:00 AM","MASCULINO","ORIENTE","MARINILLA","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD CATOLICA DE ORIENTE","INGENIERIA DE SISTEMAS","RIONEGRO","UNIVERSITARIA","NO"
"2,014","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","APARTADO","1995 Sep 20 12:00:00 AM","MASCULINO","URABA","APARTADO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","PSICOLOGIA","TURBO","UNIVERSITARIA","SI"
"2,014","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","APARTADO","1994 Aug 22 12:00:00 AM","MASCULINO","URABA","APARTADO","ESTRATO 1","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","SI"
"2,014","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","ENTRERRIOS","1989 Jun 02 12:00:00 AM","FEMENINO","NORTE","ENTRERRIOS","ESTRATO 3","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","LIC. EN EDUCACION PREESCOLAR","SANTA ROSA DE OSOS","UNIVERSITARIA","SI"
"2,014","1","MATRICULA","ANTIOQUIA","SOPETRAN","1977 Dec 05 12:00:00 AM","FEMENINO","OCCIDENTE","SOPETRAN","ESTRATO 2","NINGUNO","NO","INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SANTA TERESITA","CICLO COMPLEMENTARIO","SOPETRAN","NORMALISTA","SI"
"2,014","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CHIGORODO","1994 May 08 12:00:00 AM","MASCULINO","URABA","CHIGORODO","ESTRATO 1","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","NO"
"2,014","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CHIGORODO","1994 Jan 30 12:00:00 AM","MASCULINO","URABA","CHIGORODO","ESTRATO 2","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN SISTEMAS DE INFORMACION","APARTADO","TECNOLOGICA","SI"
"2,014","1","MATRICULA","ANTIOQUIA","CHIGORODO","1993 Nov 10 12:00:00 AM","MASCULINO","URABA","CHIGORODO","ESTRATO 1","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN SISTEMAS DE INFORMACION","APARTADO","TECNOLOGICA","NO"
"2,014","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","APARTADO","1994 Aug 06 12:00:00 AM","FEMENINO","URABA","APARTADO","ESTRATO 1","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","NO"
"2,014","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","TURBO","1990 Apr 13 12:00:00 AM","FEMENINO","URABA","TURBO","ESTRATO 1","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","LIC. EN EDUCACION PREESCOLAR","TURBO","UNIVERSITARIA","SI"
"2,013","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1987 Nov 08 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","LIC. EN EDUCACION PREESCOLAR","MEDELLIN","UNIVERSITARIA","SI"
"2,014","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","GUADALUPE","1985 Apr 23 12:00:00 AM","FEMENINO","ORIENTE","GUARNE","ESTRATO 2","NINGUNO","SI","FUNDACION UNIVERSITARIA CATOLICA DEL NORTE","TECNOLOGIA EN GESTION DE CALIDAD EN ALIANZA CON EL ICONTEC","SANTA ROSA DE OSOS","TECNOLOGICA","SI"
"2,014","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","EL CARMEN DE VIBORAL","1996 Sep 16 12:00:00 AM","MASCULINO","ORIENTE","RETIRO","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","TECNOLOGIA EN SANEAMIENTO AMBIENTAL","EL CARMEN DE VIBORAL","TECNOLOGICA","SI"
"2,014","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","SONSON","1996 Oct 07 12:00:00 AM","FEMENINO","ORIENTE","RIONEGRO","ESTRATO 3","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN CONSTRUCCIONES CIVILES","RIONEGRO","TECNOLOGICA","SI"
"2,014","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","YOLOMBO","1995 Sep 24 12:00:00 AM","FEMENINO","NORDESTE","YOLOMBO","ESTRATO 2","NINGUNO","SI","TECNOLOGICO DE ANTIOQUIA","INGENIERIA AMBIENTAL","LA PINTADA","UNIVERSITARIA","SI"
"2,014","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","APARTADO","1997 Mar 03 12:00:00 AM","MASCULINO","URABA","APARTADO","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","ENTRENAMIENTO DEPORTIVO","TURBO","UNIVERSITARIA","SI"
"2,013","2","MATRICULA","ANTIOQUIA","MEDELLIN","1995 Jan 09 12:00:00 AM","FEMENINO","VALLE DE ABURRA","COPACABANA","ESTRATO 2","NINGUNO","SI","ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA","CICLO COMPLEMENTARIO","COPACABANA","NORMALISTA","SI"
"2,014","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","SONSON","1996 Jul 26 12:00:00 AM","FEMENINO","ORIENTE","RIONEGRO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","CONTADURIA PUBLICA","EL CARMEN DE VIBORAL","UNIVERSITARIA","SI"
"2,014","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","SAN CARLOS","1987 Apr 10 12:00:00 AM","MASCULINO","ORIENTE","SAN CARLOS","ESTRATO 1","NINGUNO","SI","INSTITUCION UNIVERSITARIA PASCUAL BRAVO","TECNOLOGIA EN MECANICA INDUSTRIAL","SAN RAFAEL","TECNOLOGICA","SI"
"2,014","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","SAN CARLOS","1992 May 12 12:00:00 AM","MASCULINO","ORIENTE","SAN CARLOS","ESTRATO 1","NINGUNO","NO","INSTITUCION UNIVERSITARIA PASCUAL BRAVO","TECNOLOGIA EN MECANICA INDUSTRIAL","SAN RAFAEL","TECNOLOGICA","SI"
"2,014","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","LA UNION","1993 Dec 07 12:00:00 AM","MASCULINO","ORIENTE","LA UNION","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","ARTES PLASTICAS","EL CARMEN DE VIBORAL","UNIVERSITARIA","SI"
"2,014","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","RIONEGRO","1993 Oct 18 12:00:00 AM","MASCULINO","ORIENTE","RIONEGRO","ESTRATO 3","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION INDUSTRIAL","RIONEGRO","TECNOLOGICA","NO"
"2,013","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1993 Apr 28 12:00:00 AM","FEMENINO","SUROESTE","JARDIN","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","TECNOLOGIA DE ALIMENTOS","ANDES","TECNOLOGICA","SI"
"2,014","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","LA UNION","1996 Dec 10 12:00:00 AM","FEMENINO","ORIENTE","LA UNION","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","LIC. EN EDUCACION BASICA CON ENFASIS EN HUMANIDADES, LENGUA CASTELLANA","EL CARMEN DE VIBORAL","UNIVERSITARIA","SI"
"2,014","1","SOSTENIMIENTO","ANTIOQUIA","PUERTO BERRIO","1990 Jul 31 12:00:00 AM","MASCULINO","MAGDALENA MEDIO","PUERTO BERRIO","ESTRATO 2","NINGUNO","NO","SENA","TECNOLOGIA EN CONTROL AMBIENTAL","PUERTO BERRIO","TECNOLOGICA","SI"
"2,014","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","SONSON","1987 May 14 12:00:00 AM","MASCULINO","ORIENTE","SONSON","ESTRATO 1","NINGUNO","SI","COREDI","TECNOLOGIA EN PRODUCCION AGROECOLOGICA","MARINILLA","TECNOLOGICA","SI"
"2,014","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","URRAO","1994 Sep 06 12:00:00 AM","MASCULINO","SUROESTE","URRAO","ESTRATO 2","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","INGENIERIA AMBIENTAL","URRAO","UNIVERSITARIA","SI"
"2,014","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","URRAO","1994 Nov 19 12:00:00 AM","MASCULINO","SUROESTE","URRAO","ESTRATO 1","NINGUNO","SI","TECNOLOGICO DE ANTIOQUIA","TECNOLOGIA AGROAMBIENTAL","URRAO","TECNOLOGICA","SI"
"2,014","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","URRAO","1992 Dec 17 12:00:00 AM","FEMENINO","SUROESTE","URRAO","ESTRATO 2","NINGUNO","SI","TECNOLOGICO DE ANTIOQUIA","INGENIERIA AMBIENTAL","MEDELLIN","UNIVERSITARIA","SI"
"2,014","1","MATRICULA","ANTIOQUIA","CAUCASIA","1995 Jun 30 12:00:00 AM","FEMENINO","BAJO CAUCA","CAUCASIA","ESTRATO 2","NINGUNO","NO","INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR DEL BAJO CAUCA","CICLO COMPLEMENTARIO","CAUCASIA","NORMALISTA","SI"
"2,013","2","MATRICULA","ANTIOQUIA","MEDELLIN","1996 May 31 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA","CICLO COMPLEMENTARIO","COPACABANA","NORMALISTA","SI"
